main_ID	accepted name only from POWO or WCSP (not used in Singapore literature)	type var./subsp.	non-type var./subsp.	Species with infraspecific taxa	In Mockup 7Sep2020	Excluded	Parenthetical authors	Infraspecific taxon	Issues with Full Names with Authors	XinYi	Reuben	Full Names with Authors	name_ID	Leipzig Cat. Vasc. Pl. (1)	Leipzig Cat. Vasc. Pl. (2)	Accepted data source (for Full Name & Author(s))	IPNI	Priority	DJM to check before IPNI	Corrections for Kew	Notes for Kew	Temp_Basionym info for IPNI	IPNI_url	Conflicting Names Data	Issues to resolve (137)	FoS	FoS manuscripts received (author)	Full Name without Authors	Division	Class	Order	Family (Current)	Native	Excluded (Reason)	status_as_sp	status_synrefs_ID	status_synrefs_ID_Ref	status_synrefs_ID_IDandRef	Recent status changes still to reflect in synrefs (& update in FoS manuscripts)	Old status_synrefs_IDandRef(Nov2021)	Very old status_synrefs_IDandRef(Sep2020)	Status in mockup 7 Sep2020	change since mockup	Status (2022)	match	Status in Checklist ms as sent to Printer 4 April 2022	Order in Checklist ms as sent to Printer 4 April 2022	Full status in Checklist ms as sent to Printer 4 April 2022	Status change reason	Historical Casuals	Stu_TempStatus	c. 480 Status changes 2009-2020	Reason for status change 2009-2020	c. 70 Status changes 2008-2009	Chong et al. (2009)	RDB (2008)	Cultivated	Habit	Hybrid	Synonyms in Synrefs	Notes (for admin.)	ys edits	ys refs	other contributor's edits	IPNI_ID	OLD_Selected Synonyms	OLD_Synonyms in synrefs	Status (2022) (COPY)	main_IDof infraspecific groups	stu27	type var./subsp.	non-type var./subsp.	sort	StuA	StuB
1579					yes		yes	no				Parartocarpus venenosus (Zoll. & Moritzi) Becc.	6921		"LCVP spells the epithet ""venenosa"""	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/854869-1			yes		Parartocarpus venenosus	Spermatophyta	Magnoliopsida	Rosales	Moraceae	yes			25795	Chong et al. (2009)	25795 - Chong et al. (2009)				"Native; EX (Chong et al., 2009)."	no	Extinct	Yes	Extinct	2442	"Native; NEx (Chong et al., 2009)."							Extinct	Nationally Extinct	no	tree		Parartocarpus venenosus (Zoll. & Moritzi) Becc. subsp. forbesii (King) F.M.Jarrett					urn:lsid:ipni.org:names:854869-1	Parartocarpus venenosus (Zoll. & Moritzi) Becc. subsp. forbesii (King) F.M.Jarrett	Artocarpus forbesii King; Parartocarpus venenosus (Zoll. & Moritzi) Becc. subsp. forbesii (King) F.M.Jarrett	Extinct						1	12
3968					no		no	no				Parashorea densiflora Slooten & Symington	6924	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/321135-1					Parashorea densiflora	Spermatophyta	Magnoliopsida	Malvales	Dipterocarpaceae	no			25806	Chong et al. (2009)	25806 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:321135-1		none	Cultivated Only						2	2
533					yes		yes	no		EN > CR	EN > CR	Parastemon urophyllus (Wall. ex A.DC.) A.DC.	6926	ok	Name and authors accepted by LCVP	FoSms (= POWO)		1		IMT	"IPNI says ""(Wall. & A.DC.)"", not ""ex"""		https://www.ipni.org/n/727034-1			yes	Prance	Parastemon urophyllus	Spermatophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	yes			46220	assessed here	46220 - assessed here	Endangered >>> Critically Endangered	25819 - Prance (in prep.)		"Native; EN (Prance, in prep.)."	no	Critically Endangered	Yes	Critically Endangered	1247	Native; CR (assessed here).	Estimated fewer than 50 mature plants						Endangered/Cultivated Only	Endangered	no/yes	tree		Embelia urophylla Wall. ex A.DC.; Parastemon spicatus Ridl.					urn:lsid:ipni.org:names:727034-1	Parastemon spicatus Ridl.	Parastemon spicatus Ridl.	Critically Endangered						20	24
534				x	yes		yes	no				Parinari costata (Korth.) Blume	6929	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/727094-1			yes	Prance	Parinari costata	Spermatophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	n/a			NA					25832 - Wong et al. (2013)	"Native; CR (Wong et al., 2013)."	yes	n/a	Yes	placeholder name	1248	placeholder name							Critically Endangered	Critically Endangered	no	tree		Elaeocarpus punctatus Wall. ex Mast.; Parinari sumatrana (Jack) Benth.					urn:lsid:ipni.org:names:727094-1		Parinari sumatrana (Jack) Benth.	n/a	534	x			placeholder species name	12	17
534.1		x		x	yes		yes	subsp.				Parinari costata (Korth.) Blume subsp. costata	6930	ok	Name and authors accepted by LCVP	FoSms		1			n/a		n/a (autonym)			yes	Prance	Parinari costata subsp. costata	Spermatophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	yes			46221	assessed here	46221 - assessed here		25844 - Prance (in prep.)		"Native; EX (Prance, in prep.)."	no	Extinct	Yes	Extinct	1249	Native; NEx (assessed here).												None					n/a (autonym)		none	Extinct	534.1	x	x		x	3	3
2634					yes		no	no				Parinari elmeri Merr.	6931	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/727043-1			yes	Prance	Parinari elmeri	Spermatophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	yes			46222	assessed here	46222 - assessed here		25848 - Prance (in prep.)		"Native; CR (Prance, in prep.)."	no	Critically Endangered	Yes	Critically Endangered	1250	Native; CR (assessed here).							Common		no	tree		None				w- in BTNR? [Turner (2011) cites LaFrankie et al. (2005) but no specimens]	urn:lsid:ipni.org:names:727043-1		none	Critically Endangered						6	6
535					yes		no	no				Parinari oblongifolia Hook.f.	6935	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/727147-1			yes	Prance	Parinari oblongifolia	Spermatophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	yes			46223	assessed here	46223 - assessed here		25860 - Prance (in prep.)		"Native; CR (Prance, in prep.)."	no	Critically Endangered	Yes	Critically Endangered	1251	Native; CR (assessed here).							Critically Endangered	Critically Endangered	no	tree		Parinari wallichiana Hook.f.					urn:lsid:ipni.org:names:727147-1		Parinari wallichiana Hook.f.	Critically Endangered						17	18
2567					no	Excluded	no	no	DJM			Parinari rigida Kosterm.	6936	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/168143-1					Parinari rigida	Spermatophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	no	No material known from Singapore		25868	Chong et al. (2009)	25868 - Chong et al. (2009)				Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms								Extinct	Nationally Extinct	no	tree		None		w- no specimens in SING			urn:lsid:ipni.org:names:168143-1		none	Excluded						4	4
262					yes		no	no				Parishia insignis Hook.f.	6939	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/70202-1			yes		Parishia insignis	Spermatophyta	Magnoliopsida	Sapindales	Anacardiaceae	yes			46199	assessed here	46199 - assessed here		39098 - Ganesan (in prep.)	25874 - Chong et al. (2009)	"Native; VU (Chong et al., 2009)."	yes	Critically Endangered	Yes	Critically Endangered	713	Native; CR (assessed here).							Vulnerable	Vulnerable	yes	tree		Parishia pubescens Hook.f.					urn:lsid:ipni.org:names:70202-1	Parishia pubescens Hook.f.	Parishia pubescens Hook.f.	Critically Endangered						17	18
263				x	yes		no	no				Parishia maingayi Hook.f.	6940	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/70204-1			yes		Parishia maingayi	Spermatophyta	Magnoliopsida	Sapindales	Anacardiaceae	n/a			NA					25888 - Wong et al. (2013)	"Native; VU (Wong et al., 2013)."	yes	n/a	Yes	placeholder name	714	placeholder name												None					urn:lsid:ipni.org:names:70204-1		none	n/a	263	x			placeholder species name	14	14
263.1		x		x	yes		no	var.				Parishia maingayi Hook.f. var. maingayi	6941	ok	Name and authors accepted by LCVP	n/a (autonym)		1			n/a		n/a (autonym)			yes		Parishia maingayi var. maingayi	Spermatophyta	Magnoliopsida	Sapindales	Anacardiaceae	yes			46200	assessed here	46200 - assessed here		39099 - Ganesan (in prep.)		Native; NE.	yes	Critically Endangered	Yes	Critically Endangered	715	Native; CR (assessed here).							Vulnerable	Vulnerable	no	tree		None					n/a (autonym)		none	Critically Endangered	263.1	x	x		x	2	2
264					yes		no	no				Parishia paucijuga Engl.	6942	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/70208-1			yes		Parishia paucijuga	Spermatophyta	Magnoliopsida	Sapindales	Anacardiaceae	yes			46201	assessed here	46201 - assessed here		39100 - Ganesan (in prep.)	25903 - Chong et al. (2009)	"Native; EN (Chong et al., 2009)."	yes	Critically Endangered	Yes	Critically Endangered	716	Native; CR (assessed here).							Endangered	Endangered	no	tree		None					urn:lsid:ipni.org:names:70208-1		none	Critically Endangered						18	18
3970					no		no	no				Parkia biglandulosa Wight & Arn.	6944	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/512184-1					Parkia biglandulosa	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	no			25921	Chong et al. (2009)	25921 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:512184-1		none	Cultivated Only						1	1
1334					yes		no	no				Parkia speciosa Hassk.	6947	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/512231-1			yes		Parkia speciosa	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			25923	Wong et al. (2013)	25923 - Wong et al. (2013)				"Native; VU (Wong et al., 2013)."	no	Vulnerable	Yes	Vulnerable	1838	"Native; VU (Wong et al., 2013)."							Vulnerable	Vulnerable	yes	tree		Caesalpinia tortuosa auct. non Roxb._[1]					urn:lsid:ipni.org:names:512231-1		none	Vulnerable						23	34
3972					no		yes	no				Parkia timoriana (DC.) Merr.	6948	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2		IMT4 fixed	n/a	Inga timoriana DC. -- urn:lsid:ipni.org:names:500873-1	https://www.ipni.org/n/512235-1					Parkia timoriana	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	no			25937	Chong et al. (2009)	25937 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		Parkia javanica auct. non (Lam.) Merr.; Parkia roxburghii G.Don					urn:lsid:ipni.org:names:512235-1		Parkia javanica auct. non (Lam.) Merr.; Parkia roxburghii G.Don	Cultivated Only						3	7
3973					no		yes	no				Parmentiera aculeata (Kunth) Seem.	6949	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/110241-1					Parmentiera aculeata	Spermatophyta	Magnoliopsida	Lamiales	Bignoniaceae	no			25939	Chong et al. (2009)	25939 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:110241-1		none	Cultivated Only						2	2
3974					no		no	no				Parmentiera cereifera Seem.	6950	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/110245-1					Parmentiera cereifera	Spermatophyta	Magnoliopsida	Lamiales	Bignoniaceae	no			25941	Chong et al. (2009)	25941 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:110245-1		none	Cultivated Only						2	2
2635					no	Excluded	yes	no				Paropsia vareciformis (Griff.) Mast.	6951	ok	Name and authors accepted by LCVP	POWO		1		IMT	IPNI incorrectly omits basionym author		https://www.ipni.org/n/674742-1					Paropsia vareciformis	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no	The source of the record for Paropsia vareciformis is LaFrankie’s BTNR list but he did not cite any specimen and it was excluded from the Ho et al. (2019) BTNR checklist. Also the de Wilde’s do not record it for Singapore in either the FPM or their FoS manuscript.		25943	Chong et al. (2009)	25943 - Chong et al. (2009)				Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms								Common		no	tree		None		w-LaFrankie et al. (2005) (no voucher)?			urn:lsid:ipni.org:names:674742-1		none	Excluded						2	2
355					yes		yes	no				Parsonsia alboflavescens (Dennst.) Mabb.	6952	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/80868-1			yes		Parsonsia alboflavescens	Spermatophyta	Magnoliopsida	Gentianales	Apocynaceae	yes			25950	Middleton & Rodda (2019)	25950 - Middleton & Rodda (2019)				"Native; CR (Middleton & Rodda, 2019)."	no	Critically Endangered	Yes	Critically Endangered	868	"Native; CR (Middleton & Rodda, 2019)."							Critically Endangered	Critically Endangered	no	climber		Parsonsia helicandra Hook. & Arn.; Parsonsia spiralis Wall. ex G.Don					urn:lsid:ipni.org:names:80868-1	Parsonsia spiralis Wall. ex G.Don; Parsonsia helicandra Hook. & Arn.	Parsonsia helicandra Hook. & Arn.; Parsonsia spiralis Wall. ex G.Don	Critically Endangered						4	14
4744					yes		no	no				Parsonsia curvisepala K.Schum.	6953	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/80898-1			yes		Parsonsia curvisepala	Spermatophyta	Magnoliopsida	Gentianales	Apocynaceae	yes			25954	Middleton & Rodda (2019)	25954 - Middleton & Rodda (2019)				"Native; EX (Middleton & Rodda, 2019)."	no	Extinct	Yes	Extinct	869	"Native; NEx (Middleton & Rodda, 2019)."												None					urn:lsid:ipni.org:names:80898-1		none	Extinct						4	4
3001					no		yes	no				Parthenocissus tricuspidata (Siebold & Zucc.) Planch.	6957	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/50912710-1					Parthenocissus tricuspidata	Spermatophyta	Magnoliopsida	Vitales	Vitaceae	no			25962	Chong et al. (2009)	25962 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:50912710-1		none	Cultivated Only						1	1
1080					yes		no	no				Paspalum conjugatum P.J.Bergius	6974	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/30011315-2			yes		Paspalum conjugatum	Spermatophyta	Magnoliopsida	Poales	Poaceae	no			25983	Chong et al. (2009)	25983 - Chong et al. (2009)				"Non-native; naturalised (Chong et al., 2009)."	no	Naturalised	Yes	Naturalised	3127	"Non-native, naturalised (Chong et al., 2009)."							Naturalised		no	herb		None					urn:lsid:ipni.org:names:30011315-2		none	Naturalised						17	17
1081					no	Excluded	no	no				Paspalum dilatatum Poir.	6975	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/414070-1					Paspalum dilatatum	Spermatophyta	Magnoliopsida	Poales	Poaceae	no	Reason for Exclusion given in FoS.		26001	Turner (1993)	26001 - Turner (1993)				Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms													None					urn:lsid:ipni.org:names:414070-1		none	Excluded						8	8
1083					yes		no	no				Paspalum orbiculare G.Forst.	6982		LCVP says Paspalum orbiculare G.Forst. is a synonym of Paspalum scrobiculatum L.	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/414488-1	POWO says Paspalum orbiculare G.Forst. is a synonym of Paspalum scrobiculatum L.		yes		Paspalum orbiculare	Spermatophyta	Magnoliopsida	Poales	Poaceae	yes			26027	Veldkamp et al. (2019)	26027 - Veldkamp et al. (2019)				"Native; LC (Veldkamp et al., 2019)."	no	Least Concern	Yes	Least Concern	3128	"Native; LC (Veldkamp et al., 2019)."												None					urn:lsid:ipni.org:names:414488-1		none	Least Concern						10	10
2554					yes		no	no				Paspalum plicatulum Michx.	6984	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/184571-2			yes		Paspalum plicatulum	Spermatophyta	Magnoliopsida	Poales	Poaceae	no			26033	Chong et al. (2009)	26033 - Chong et al. (2009)				"Non-native; casual (Chong et al., 2009)."	no	Casual	Yes	Casual	3129	"Non-native, casual (Chong et al., 2009)."							Casual		no	herb		None					urn:lsid:ipni.org:names:184571-2		none	Casual						4	4
1084				x	yes		no	no				Paspalum scrobiculatum L.	6991	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/414702-1			yes		Paspalum scrobiculatum	Spermatophyta	Magnoliopsida	Poales	Poaceae	n/a			NA					26049 - Veldkamp et al. (2019)	"Native; LC (Veldkamp et al., 2019)."	yes	n/a	Yes	placeholder name	3130	placeholder name												None					urn:lsid:ipni.org:names:414702-1		none	n/a	1084	x			placeholder species name	11	11
1084.2			x	x	yes		no	var.				Paspalum scrobiculatum L. var. bispicatum Hack. ex Merr.	6992		"LCVP says Paspalum scrobiculatum var. ""bispiculatum Hack."" {note spelling and author} is a synonym of Paspalum scrobiculatum L. LCVP doesn't recognise any infraspecific taxa of Paspalum scrobiculatum L."	FoS (= IPNI)	x	1		RG	Name absent from POWO May 2020.		https://www.ipni.org/n/77209629-1			yes		Paspalum scrobiculatum var. bispicatum	Spermatophyta	Magnoliopsida	Poales	Poaceae	yes			26056	Veldkamp et al. (2019)	26056 - Veldkamp et al. (2019)				"Native; LC (Veldkamp et al., 2019)."	no	Least Concern	Yes	Least Concern	3131	"Native; LC (Veldkamp et al., 2019)."				x	reassessed as native		Weed of Uncertain Origin (as Paspalum scrobiculatum)	"(not listed because ""Common"")"	no	herb		Paspalum cartilagineum J.Presl; Paspalum commersonii Lam.					urn:lsid:ipni.org:names:77209629-1	Paspalum cartilagineum J.Presl; Paspalum commersonii Lam.	Paspalum cartilagineum J.Presl; Paspalum commersonii Lam.	Least Concern	1084.2	x		x	x	3	5
1082					yes		no	no				Paspalum sumatrense Roth	6994	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/414760-1			yes		Paspalum sumatrense	Spermatophyta	Magnoliopsida	Poales	Poaceae	yes			26058	Veldkamp et al. (2019)	26058 - Veldkamp et al. (2019)				"Native; LC (Veldkamp et al., 2019)."	no	Least Concern	Yes	Least Concern	3132	"Native; LC (Veldkamp et al., 2019)."							Common	"(not listed because ""Common"")"	no	herb		Paspalum longifolium Roxb.					urn:lsid:ipni.org:names:414760-1	Paspalum longifolium Roxb.; Paspalum platycoleum Ridl.	Paspalum longifolium Roxb.; Paspalum platycoleum Ridl.	Least Concern						1	11
1085					yes		no	no				Paspalum vaginatum Sw.	6995	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/184742-2			yes		Paspalum vaginatum	Spermatophyta	Magnoliopsida	Poales	Poaceae	yes			26064	Veldkamp et al. (2019)	26064 - Veldkamp et al. (2019)				"Native; LC (Veldkamp et al., 2019)."	no	Least Concern	Yes	Least Concern	3133	"Native; LC (Veldkamp et al., 2019)."							Common	"(not listed because ""Common"")"	no	herb		Paspalum distichum auct. non L.					urn:lsid:ipni.org:names:184742-2		Paspalum distichum auct. non L.	Least Concern						11	14
4714					yes		no	no				Paspalum virgatum L.	6996	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/414854-1			yes		Paspalum virgatum	Spermatophyta	Magnoliopsida	Poales	Poaceae	no			26068	Veldkamp et al. (2019)	26068 - Veldkamp et al. (2019)				"Non-native; naturalised (Veldkamp et al., 2019)."	no	Naturalised	Yes	Naturalised	3134	"Non-native, naturalised (Veldkamp et al., 2019)."												None					urn:lsid:ipni.org:names:414854-1		none	Naturalised						1	1
3002					no		no	no				Passiflora amethystina J.C.Mikan	6997	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/674776-1				de Wilde & Duyfjes	Passiflora amethystina	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			26069	Chong et al. (2009)	26069 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:674776-1		none	Cultivated Only						1	1
2746					no		no	no				Passiflora biflora Lam.	6998	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/674824-1				de Wilde & Duyfjes	Passiflora biflora	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			26070	Chong et al. (2009)	26070 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	climber		None					urn:lsid:ipni.org:names:674824-1		none	Cultivated Only						1	1
5499						Excluded	no	no				Passiflora ciliata Aiton	6999			IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/184857-2					Passiflora ciliata	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no	No material from Singapore known		0								Excluded	Yes	In Excluded section of Checklist ms only as synonym Passiflora foetida L. var. ciliata (Aiton) Mast. The current name Passiflora ciliata Aiton has not been used in SL.	This name in db is absent from Checklist ms													Passiflora foetida L. var. ciliata (Aiton) Mast.															
2747					no		no	no				Passiflora coccinea Aubl.	7000	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/674909-1				de Wilde & Duyfjes	Passiflora coccinea	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			26071	Chong et al. (2009)	26071 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	climber		None					urn:lsid:ipni.org:names:674909-1		none	Cultivated Only						1	1
2748					no		no	no				Passiflora edulis Sims	7001	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/321964-2				de Wilde & Duyfjes	Passiflora edulis	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			26072	Chong et al. (2009)	26072 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	climber		None					urn:lsid:ipni.org:names:321964-2		none	Cultivated Only						2	2
2003					yes		no	no				Passiflora foetida L.	7002	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/321966-2			yes	de Wilde & Duyfjes	Passiflora foetida	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			46414	assessed here	46414 - assessed here		26079 - De Wilde & Duyfjes (in prep.)		"Non-native; naturalised (De Wilde & Duyfjes, in prep.)."	no	Naturalised	Yes	Naturalised	2886	"Non-native, naturalised (assessed here)."							Naturalised		yes	climber		None					urn:lsid:ipni.org:names:321966-2		none	Naturalised						19	19
2004					yes		no	no				Passiflora laurifolia L.	7005	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/675132-1			yes	de Wilde & Duyfjes	Passiflora laurifolia	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			46415	assessed here	46415 - assessed here		26090 - De Wilde & Duyfjes (in prep.)		"Non-native; naturalised (De Wilde & Duyfjes, in prep.)."	no	Naturalised	Yes	Naturalised	2887	"Non-native, naturalised (assessed here)."							Naturalised		yes	climber		Adenia macrophylla auct. non (Blume) Koord. var. macrophylla					urn:lsid:ipni.org:names:675132-1		Adenia macrophylla auct. non (Blume) Koord. var. macrophylla	Naturalised						21	22
4904					no		no	no				Passiflora quadrangularis L.	7008	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/675390-1				de Wilde & Duyfjes	Passiflora quadrangularis	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no	In Excluded section of Checklist ms.		26097	Keng (1990)	26097 - Keng (1990)				Not in mockup (because Cultivated Only)	n/a	Excluded (Cultivated Only)	Yes	In Excluded section of Checklist ms.														None					urn:lsid:ipni.org:names:675390-1		none	Cultivated Only						3	3
4305					yes		no	no				Passiflora quadriglandulosa Rodschied	7009	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/675392-1			yes	de Wilde & Duyfjes	Passiflora quadriglandulosa	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			46416	assessed here	46416 - assessed here		26098 - De Wilde & Duyfjes (in prep.)		"Non-native; naturalised (De Wilde & Duyfjes, in prep.)."	no	Naturalised	Yes	Naturalised	2888	"Non-native, naturalised (assessed here)."									no	climber		None					urn:lsid:ipni.org:names:675392-1		none	Naturalised						4	4
2749	x				no		no	no				Passiflora serratodigitata L.	7010	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/675456-1				de Wilde & Duyfjes	Passiflora serratodigitata	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			26096	Chong et al. (2009)	26096 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	climber		Passiflora palmata G.Lodd.					urn:lsid:ipni.org:names:675456-1	Passiflora palmata G.Lodd.	Passiflora palmata G.Lodd.	Cultivated Only						1	2
2005					yes		no	no				Passiflora suberosa L.	7013	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/321973-2			yes	de Wilde & Duyfjes	Passiflora suberosa	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	no			46417	assessed here	46417 - assessed here		26108 - De Wilde & Duyfjes (in prep.)		"Non-native; naturalised (De Wilde & Duyfjes, in prep.)."	no	Naturalised	Yes	Naturalised	2889	"Non-native, naturalised (assessed here)."							Naturalised		yes	climber		Passiflora minima L.					urn:lsid:ipni.org:names:321973-2	Passiflora minima L.	Passiflora minima L.	Naturalised						22	23
2178					yes		no	no		VU > EN		Pavetta wallichiana Steud. ex Craib	7017		LCVP says author is Steud.	FoS (= POWO)		1		RG	POWO uses the wrong IPNI id.		https://www.ipni.org/n/77209713-1			yes		Pavetta wallichiana	Spermatophyta	Magnoliopsida	Gentianales	Rubiaceae	yes			26116	Wong et al. (2019)	26116 - Wong et al. (2019)				"Native; VU (Wong et al., 2019)."	no	Vulnerable	Yes	Vulnerable	3392	"Native; VU (Wong et al., 2019)."							Vulnerable	Vulnerable	no	shrub		Pavetta indica auct. non L.; Pavetta indica var. canescens Ridl.; Pavetta tomentosa auct. non Roxb. ex Sm.					urn:lsid:ipni.org:names:77209713-1	Pavetta indica auct. non L.	Pavetta indica auct. non L.; Pavetta indica var. canescens Ridl.; Pavetta tomentosa auct. non Roxb. ex Sm.	Vulnerable						8	13
