main_ID	accepted name only from POWO or WCSP (not used in Singapore literature)	type var./subsp.	non-type var./subsp.	Species with infraspecific taxa	In Mockup 7Sep2020	Excluded	Parenthetical authors	Infraspecific taxon	Issues with Full Names with Authors	XinYi	Reuben	Full Names with Authors	name_ID	Leipzig Cat. Vasc. Pl. (1)	Leipzig Cat. Vasc. Pl. (2)	Accepted data source (for Full Name & Author(s))	IPNI	Priority	DJM to check before IPNI	Corrections for Kew	Notes for Kew	Temp_Basionym info for IPNI	IPNI_url	Conflicting Names Data	Issues to resolve (137)	FoS	FoS manuscripts received (author)	Full Name without Authors	Division	Class	Order	Family (Current)	Native	Excluded (Reason)	status_as_sp	status_synrefs_ID	status_synrefs_ID_Ref	status_synrefs_ID_IDandRef	Recent status changes still to reflect in synrefs (& update in FoS manuscripts)	Old status_synrefs_IDandRef(Nov2021)	Very old status_synrefs_IDandRef(Sep2020)	Status in mockup 7 Sep2020	change since mockup	Status (2022)	match	Status in Checklist ms as sent to Printer 4 April 2022	Order in Checklist ms as sent to Printer 4 April 2022	Full status in Checklist ms as sent to Printer 4 April 2022	Status change reason	Historical Casuals	Stu_TempStatus	c. 480 Status changes 2009-2020	Reason for status change 2009-2020	c. 70 Status changes 2008-2009	Chong et al. (2009)	RDB (2008)	Cultivated	Habit	Hybrid	Synonyms in Synrefs	Notes (for admin.)	ys edits	ys refs	other contributor's edits	IPNI_ID	OLD_Selected Synonyms	OLD_Synonyms in synrefs	Status (2022) (COPY)	main_IDof infraspecific groups	stu27	type var./subsp.	non-type var./subsp.	sort	StuA	StuB
3347					no		no	no				Pavonia multiflora A.St.-Hil.	7018	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/185967-2					Pavonia multiflora	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	no			26121	Chong et al. (2009)	26121 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		None					urn:lsid:ipni.org:names:185967-2		none	Cultivated Only						1	1
2280					yes		no	no				Payena lucida A.DC.	7025	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/788510-1			yes		Payena lucida	Spermatophyta	Magnoliopsida	Ericales	Sapotaceae	yes			26131	Chong et al. (2009)	26131 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	3553	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	yes	tree		Payena dasyphylla (Miq.) Pierre var. glabrata King & Gamble; Payena lucida A.DC. var. wightii (Hassk.) C.B.Clarke					urn:lsid:ipni.org:names:788510-1		Payena dasyphylla (Miq.) Pierre var. glabrata King & Gamble; Payena lucida A.DC. var. wightii {(Hassk.) C.B.Clarke?}	Critically Endangered						18	22
2281					yes		no	no			CR > CR doubtful; Is this correct?	Payena maingayi C.B.Clarke	7028	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/788514-1			yes		Payena maingayi	Spermatophyta	Magnoliopsida	Ericales	Sapotaceae	yes			26141	Wong et al. (2013)	26141 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	3554	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	no	tree		Payena grandiflora auct. non Ridl.					urn:lsid:ipni.org:names:788514-1		Payena grandiflora auct. non Ridl.	Critically Endangered						17	18
2282					yes		no	no			CR > CR doubtful; Is this correct?	Payena obscura Burck	7029	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/788519-1	POWO Jan. 2022 recognises 2 vars.		yes		Payena obscura	Spermatophyta	Magnoliopsida	Ericales	Sapotaceae	yes			26152	Chong et al. (2009)	26152 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	3555	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	no	tree		Payena havilandii King & Gamble; Payena leerii auct. non (Teijsm. & Binn.) Kurz; Payena obscura Burck var. obscura					urn:lsid:ipni.org:names:788519-1		Payena havilandii King & Gamble; Payena leerii auct. non (Teijsm. & Binn.) Kurz	Critically Endangered						14	23
3975					no		no	no				Pelagodoxa henryana Becc.	7034	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/668883-1					Pelagodoxa henryana	Spermatophyta	Magnoliopsida	Arecales	Arecaceae	no			26166	Chong et al. (2009)	26166 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:668883-1		none	Cultivated Only						1	1
3003					no		no	no				Pelargonium graveolens L'Hér. ex Aiton	7035		Name and/or authors not accepted by LCVP	$		2		IMT / RG	"IPNI and POWO claim author is L'Hér. alone, but only the plates were published by L'Her, the description by Aiton in Index Kewensis (unless it can be proved that the description is by L'Her)."		https://www.ipni.org/n/376259-1					Pelargonium graveolens	Spermatophyta	Magnoliopsida	Geraniales	Geraniaceae	no			26167	Chong et al. (2009)	26167 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:376259-1		none	Cultivated Only						1	1
4509					yes		yes	no				Pelekium bifarium (Bosch & Sande Lac.) M.Fleisch.	7036	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Pelekium bifarium	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	yes			45432	assessed here	45432 - assessed here			26169 - Wong et al. (2013)	"Near threatened (Wong et al., 2013)."	yes	Extinct	Yes	Extinct	336	Native; NEx (assessed here).	"Boon Chuan says the ""Near Threatened"" assessment of Wong et al., 2013 is just word of mouth from Benito tan but that wild material has not been collected for decades so should be treated as extinct."											Aequatoriella bifaria (Bosch & Sande Lac.) A.Touw; Thuidium bifarium Bosch & Sande Lac.					n/a (Bryo)	Aequatoriella bifaria (Bosch & Sande Lac.) A.Touw; Thuidium bifarium Bosch & Sande Lac.	Aequatoriella bifaria (Bosch & Sande Lac.) A.Touw; Thuidium bifarium Bosch & Sande Lac.	Not Evaluated						7	9
4510					yes		no	no				Pelekium velatum Mitt.	7037	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Pelekium velatum	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	yes			45789	assessed here	45789 - assessed here				Native; NE.	yes	Vulnerable	Yes	Vulnerable	337	Native; VU (assessed here).	previously known only in SBG (on limestone rocks vicinity of Fernery) but recently found more growing in abandoned secondary forests growing on abandoned concrete inclulding BTNR				previously known only in SBG (on limestone rocks vicinity of Fernery) but recently found more growing in abandoned secondary forests growing on abandoned concrete inclulding BTNR							None					n/a (Bryo)		none	Vulnerable						10	10
1368				x	yes		no	no				Peliosanthes teta Andrews	7039	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/429817-1			yes		Peliosanthes teta	Spermatophyta	Magnoliopsida	Asparagales	Asparagaceae	n/a			NA					36339 - Wong et al. (2013)	"Native; CR (Wong et al., 2013)."	yes	n/a	Yes	placeholder name	1052	placeholder name			"The species (not subsp. humilis) Critically Endangered (Wong et al., 2013)"									None					urn:lsid:ipni.org:names:429817-1		none	n/a	1368	x			placeholder species name	2	2
1368.2			x	x	yes		yes	subsp.		VU > EN		Peliosanthes teta Andrews subsp. humilis (Andrews) Jessop ex Gandhi	7040	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/886402-1			yes		Peliosanthes teta subsp. humilis	Spermatophyta	Magnoliopsida	Asparagales	Asparagaceae	yes			55801	Wong et al. (2013)	26184 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Endangered	Yes	Endangered	1053	Native; EN (assessed here).	Estimated 50-250 mature plants						Vulnerable	Vulnerable	no	herb		Peliosanthes grandifolia Ridl.; Peliosanthes violacea Wall. ex Baker; Peliosanthes viridis Ridl.					urn:lsid:ipni.org:names:886402-1	Peliosanthes violacea Wall. ex Baker; Peliosanthes viridis Ridl.	Peliosanthes violacea Wall. ex Baker; Peliosanthes viridis Ridl.; Peliosanthes grandifolia Ridl.	Endangered	1368.2	x		x	x	11	18
2071					yes		no	no				Pellacalyx axillaris Korth.	7043	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/719787-1			yes		Pellacalyx axillaris	Spermatophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	yes			26201	Wong et al. (2013)	26201 - Wong et al. (2013)				"Native; EN (Wong et al., 2013)."	no	Endangered	Yes	Endangered	3269	"Native; EN (Wong et al., 2013)."							Endangered	Endangered	yes	tree		None					urn:lsid:ipni.org:names:719787-1		none	Endangered						20	20
2072					yes		no	no				Pellacalyx saccardianus Scort.	7044	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/719792-1			yes		Pellacalyx saccardianus	Spermatophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	yes			56258	Wong et al. (2013)	26215 - Wong et al. (2013)	x			"Native; EN (Wong et al., 2013)."	no	Vulnerable	Yes	Vulnerable	3270	Native; VU (assessed here).	Estimated 250-1000 in Singapore						Endangered	Endangered	no	tree		None					urn:lsid:ipni.org:names:719792-1		none	Vulnerable						19	19
2672					no		yes	no				Pellaea rotundifolia (G.Forst.) Hook.	7045	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2		IMT	Basionym author abbreviation is wrong in IPNI		https://www.ipni.org/n/17171670-1	POWO says Pellaea rotundifolia (G.Forst.) Hook. is a synonym of Hemionitis rotundifolia (G.Forst.) Christenh.				Pellaea rotundifolia	Monilophyta	Polypodiopsida	Polypodiales	Pteridaceae	no			26230	Chong et al. (2009)	26230 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:17171670-1		none	Cultivated Only						1	1
3976					no		no	no				Peltophorum africanum Sond.	7049	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/513010-1					Peltophorum africanum	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	no			26236	Chong et al. (2009)	26236 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:513010-1		none	Cultivated Only						1	1
3977					no		yes	no				Peltophorum dasyrhachis (Miq.) Kurz	7050	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/60469466-2					Peltophorum dasyrhachis	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	no			26237	Chong et al. (2009)	26237 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:60469466-2		none	Cultivated Only						2	2
3978					no		yes	no				Peltophorum dubium (Spreng.) Taub.	7051	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/187026-2					Peltophorum dubium	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	no			26239	Chong et al. (2009)	26239 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:187026-2		none	Cultivated Only						1	1
1335					yes		yes	no				Peltophorum pterocarpum (DC.) Backer ex K.Heyne	7053	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/513021-1			yes		Peltophorum pterocarpum	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			26242	Chong et al. (2009)	26242 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	1839	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	yes	tree		Caesalpinia tortuosa auct. non Roxb._[2]; Peltophorum ferrugineum (Decne.) Benth.					urn:lsid:ipni.org:names:513021-1	Peltophorum ferrugineum (Decne.) Benth.	Peltophorum ferrugineum (Decne.) Benth.	Critically Endangered						20	35
1397					yes		no	no				Pemphis acidula J.R.Forst. & G.Forst.	7054	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1		IMT	"IPNI entry is ""Suppressed"". Why?"		https://www.ipni.org/n/554064-1			yes	de Wilde & Duyfjes	Pemphis acidula	Spermatophyta	Magnoliopsida	Myrtales	Lythraceae	yes			46355	assessed here	46355 - assessed here		26257 - De Wilde & Duyfjes (in prep.)		"Native; CR (De Wilde & Duyfjes, in prep.)."	no	Critically Endangered	Yes	Critically Endangered	2151	Native; CR (assessed here).							Critically Endangered	Critically Endangered	yes	shrub		None					urn:lsid:ipni.org:names:554064-1		none	Critically Endangered						21	21
3006					no		yes	no				Pennisetum macrostachys (Brongn.) Trin.	7057		Name and/or authors not accepted by LCVP	$		2		IMT / RG	IPNI has the name but no publication details; POWO doesn't even have this name.		https://www.ipni.org/n/78770-3					Pennisetum macrostachys	Spermatophyta	Magnoliopsida	Poales	Poaceae	no			26267	Chong et al. (2009)	26267 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:78770-3		none	Cultivated Only						2	2
3007					no		yes	no				Pennisetum setaceum (Forssk.) Chiov.	7060	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/415237-1	POWO says Pennisetum setaceum (Forssk.) Chiov. is a synonym of Cenchrus setaceus (Forssk.) Morrone				Pennisetum setaceum	Spermatophyta	Magnoliopsida	Poales	Poaceae	no			26284	Chong et al. (2009)	26284 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:415237-1		none	Cultivated Only						2	2
3979					no		no	no				Pentace curtisii King	7062	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/834987-1					Pentace curtisii	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	no			26286	Chong et al. (2009)	26286 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:834987-1		none	Cultivated Only						1	1
2392					yes		no	no				Pentace triptera Mast.	7063	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/835014-1			yes		Pentace triptera	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	yes			26287	Wong et al. (2013)	26287 - Wong et al. (2013)				"Native; EN (Wong et al., 2013)."	no	Endangered	Yes	Endangered	2201	"Native; EN (Wong et al., 2013)."							Endangered	Endangered	yes	tree		None					urn:lsid:ipni.org:names:835014-1		none	Endangered						23	23
5195					no		no	no				Pentapetes phoenicea L.	7064	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/824676-1					Pentapetes phoenicea	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	no			45734	assessed here	45734 - assessed here						Casual	Yes	Casual	2202	"Non-native, casual* (assessed here)."	Not native and only known from occasional escape											None					urn:lsid:ipni.org:names:824676-1		none	Casual						3	3
2008				x	yes		no	no				Pentaphragma ellipticum Poulsen	7066	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/144257-1			yes		Pentaphragma ellipticum	Spermatophyta	Magnoliopsida	Asterales	Pentaphragmataceae	n/a			NA					26304 - Ng & Wee (ed.) (1994)	"Native; VU (Ng & Wee (ed.), 1994)."	yes	n/a	Yes	placeholder name	2897	placeholder name												Pentaphragma begoniifolium auct. non (Roxb.) G.Don; Pentaphragma horsfieldii auct. non (Miq.) Airy Shaw; Pentaphragma ridleyi King & Gamble; Pentaphragma scortechinii auct. non King & Gamble; Pentaphragma scortechinii King & Gamble var. parvifolium auct. non King & Gamble					urn:lsid:ipni.org:names:144257-1		Pentaphragma begoniifolium auct. non (Roxb. ex Jack) G.Don; Pentaphragma horsfieldii auct. non (Miq.) Airy Shaw; Pentaphragma ridleyi King & Gamble; Pentaphragma scortechinii auct. non King & Gamble	n/a	2008	x			placeholder species name	7	19
2008.1		x		x	yes		no	var.		VU > CR	VU > CR	Pentaphragma ellipticum Poulsen var. ellipticum	7067	ok	Name and authors accepted by LCVP	n/a (autonym)		1			n/a		n/a (autonym)			yes		Pentaphragma ellipticum var. ellipticum	Spermatophyta	Magnoliopsida	Asterales	Pentaphragmataceae	yes			56141	Chong et al. (2009)	26305 - Chong et al. (2009)	x			"Native; VU (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	2898	Native; CR (assessed here).	Estimated fewer than 50 mature trees in Singapore						Vulnerable	Vulnerable	yes	herb		None					n/a (autonym)	Pentaphragma begoniifolium (non (Roxb. ex Jack) Wall. ex G.Don) Ridl.	none	Critically Endangered	2008.1	x	x		x	8	8
3349					no		yes	no				Pentas lanceolata (Forssk.) Deflers	7073	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/760275-1					Pentas lanceolata	Spermatophyta	Magnoliopsida	Gentianales	Rubiaceae	no			26315	Chong et al. (2009)	26315 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		None					urn:lsid:ipni.org:names:760275-1	Messaenda luteola Delile	none	Cultivated Only						4	4
3980					no		no	no				Pentaspadon motleyi Hook.f.	7074	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/70221-1					Pentaspadon motleyi	Spermatophyta	Magnoliopsida	Sapindales	Anacardiaceae	no			26317	Chong et al. (2009)	26317 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:70221-1		none	Cultivated Only						2	2
3981					no		no	no				Pentaspadon velutinus Hook.f.	7075	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/70224-1					Pentaspadon velutinus	Spermatophyta	Magnoliopsida	Sapindales	Anacardiaceae	no			26319	Chong et al. (2009)	26319 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:70224-1		none	Cultivated Only						2	2
3008					no		yes	no				Peperomia argyreia (Hook.f.) É.Morren	7076	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author or the accent on the E.		https://www.ipni.org/n/678021-1					Peperomia argyreia	Spermatophyta	Magnoliopsida	Piperales	Piperaceae	no			26321	Chong et al. (2009)	26321 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		Peperomia sandersii C.DC. var. argyreia Bailey	Tropicos is wrong to attribute the basionym to Miq.				urn:lsid:ipni.org:names:678021-1		Peperomia sandersii C.DC. var. argyreia Bailey	Cultivated Only						1	3
3009					no		no	no				Peperomia caperata Yunck.	7077		Name and/or authors not accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/678190-1					Peperomia caperata	Spermatophyta	Magnoliopsida	Piperales	Piperaceae	no			26322	Chong et al. (2009)	26322 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:678190-1		none	Cultivated Only						1	1
3010					no		yes	no				Peperomia clusiifolia (Jacq.) Hook.	7078	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author.		https://www.ipni.org/n/678280-1					Peperomia clusiifolia	Spermatophyta	Magnoliopsida	Piperales	Piperaceae	no			26323	Chong et al. (2009)	26323 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:678280-1		none	Cultivated Only						1	1
3011					no		yes	no				Peperomia obtusifolia (L.) A.Dietr.	7080	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/679269-1					Peperomia obtusifolia	Spermatophyta	Magnoliopsida	Piperales	Piperaceae	no			26325	Chong et al. (2009)	26325 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:679269-1		none	Cultivated Only						1	1
2011					yes		yes	no				Peperomia pellucida (L.) Kunth	7081	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/679378-1			yes		Peperomia pellucida	Spermatophyta	Magnoliopsida	Piperales	Piperaceae	no			26326	Chong et al. (2009)	26326 - Chong et al. (2009)				"Non-native; naturalised (Chong et al., 2009)."	no	Naturalised	Yes	Naturalised	2996	"Non-native, naturalised (Chong et al., 2009)."							Naturalised		no	herb		Peperomia exigua (Blume) Miq.					urn:lsid:ipni.org:names:679378-1	Peperomia exigua Miq.	Peperomia exigua (Blume) Miq.	Naturalised						13	14
